Jersey,Player,Pos,Year,GP,GS,Team
26,"Dye, Travis",RB,3,7,3,Oregon Ducks
99,"Faoliu, Austin",DT,4,7,6,Oregon Ducks
55,"Faoliu, Andrew",LB,2,7,1,Oregon Ducks
10,"Flowe, Justin",LB,1,1,0,Oregon Ducks
36,"Foggia, Jake",LS,1,0,0,Oregon Ducks
78,"Forsyth, Alex",OL,3,7,7,Oregon Ducks
47,"Funa, Mase",LB,2,7,6,Oregon Ducks
56,"Gilbert, TJ",LB,1,0,0,Oregon Ducks
24,"Greenfield, JJ",S,1,6,0,Oregon Ducks
33,"Habibi-Likio, Cyrus",RB,3,7,1,Oregon Ducks
32,"Happle, Jordan",S,4,7,3,Oregon Ducks
55,"Harper II, Marcus",OL,1,0,0,Oregon Ducks
46,"Heaukulani, Nate",LB,4,5,0,Oregon Ducks
81,"Herbert, Patrick",TE,1,0,0,Oregon Ducks
19,"Hill, Jamal",S,2,6,6,Oregon Ducks
14,"Hutson, Kris",WR,1,7,2,Oregon Ducks
29,"Jackson, Adrian",LB,2,4,0,Oregon Ducks
1,"James, DJ",CB,2,7,0,Oregon Ducks
70,"Jaramillo, Dawson",OL,2,0,0,Oregon Ducks
21,"Jeannis, Tevin",WR,2,7,0,Oregon Ducks
73,"Jeffers, Jaylan",OL,1,0,0,Oregon Ducks
89,"Johnson, DJ",TE,3,7,2,Oregon Ducks
3,"Johnson III, Johnny",WR,4,7,7,Oregon Ducks
73,"Jones, Jayson",DT,1,0,0,Oregon Ducks
74,"Jones, Steven",OL,2,7,1,Oregon Ducks
48,"Kampmoyer, Hunter",TE,4,5,4,Oregon Ducks
90,"Katleman, Henry",K,2,4,0,Oregon Ducks
91,"Koth, Taylor",K,2,0,0,Oregon Ducks
42,"LaDuke, Jackson",LB,1,2,0,Oregon Ducks
75,"Laloulu, Faaope",OL,1,0,0,Oregon Ducks
0,"Lenoir, Deommodore",CB,4,7,7,Oregon Ducks
59,"Lewis, Devin",OL,2,0,0,Oregon Ducks
49,"Lewis, Camden",K,2,7,0,Oregon Ducks
48,"Ma'ae, Treven",LB,1,2,0,Oregon Ducks
39,"Maduike, KJ",RB,2,1,0,Oregon Ducks
31,"Mahlum, Race",K,1,0,0,Oregon Ducks
8,"Manning, Dontae",CB,1,1,0,Oregon Ducks
54,"Mathis, Dru",LB,4,6,1,Oregon Ducks
84,"McCormick, Cam",TE,4,0,0,Oregon Ducks
23,"McKinley III, Verone",DB,2,7,6,Oregon Ducks
17,"Millen, Cale",QB,1,3,0,Oregon Ducks
77,"Moore, George",OL,4,7,7,Oregon Ducks
49,"Nanney, Tyler",TE,1,0,0,Oregon Ducks
9,"Navarrette, Jaden",LB,1,1,0,Oregon Ducks
38,"Noland, Lucas",S,2,5,0,Oregon Ducks
28,"Patton, Cross",RB,1,2,0,Oregon Ducks
6,"Pickett, Nick",S,4,7,4,Oregon Ducks
4,"Pittman, Mycah",WR,2,5,4,Oregon Ducks
93,"Porter, Isaia",DL,1,0,0,Oregon Ducks
94,"Poti, Sua'ava",DT,1,0,0,Oregon Ducks
72,"Poutasi, Sam",OL,4,4,0,Oregon Ducks
79,"Randazzo, Chris",OL,2,0,0,Oregon Ducks
30,"Redd, Jaylon",WR,4,7,6,Oregon Ducks
61,"Sagapolu, Logan",OL,1,0,0,Oregon Ducks
3,"Scott, Jordon",DT,4,7,5,Oregon Ducks
1,"Sewell, Noah",LB,1,7,5,Oregon Ducks
90,"Shipley, Jake",DT,1,0,0,Oregon Ducks
12,"Shough, Tyler",QB,2,7,7,Oregon Ducks
45,"Shults, Cooper",TE,1,2,0,Oregon Ducks
41,"Slade-Matautia, Isaac",LB,3,7,7,Oregon Ducks
52,"Smith, Jaylen",OL,1,5,0,Oregon Ducks
38,"Snee, Tom",P,2,7,0,Oregon Ducks
7,"Stephens, Steve",DB,2,3,1,Oregon Ducks
44,"Swinson, Bradyn",DE,1,7,0,Oregon Ducks
76,"Tauanu'u, Jonah",OL,1,0,0,Oregon Ducks
5,"Thibodeaux, Kayvon",DE,2,7,7,Oregon Ducks
85,"Townsend, Isaac",DE,1,0,0,Oregon Ducks
23,"Vecchi, Jack",WR,3,0,0,Oregon Ducks
7,"Verdell, CJ",RB,3,5,3,Oregon Ducks
27,"Vidackovic, Marko",S,1,0,0,Oregon Ducks
53,"Walk, Ryan",OL,3,7,7,Oregon Ducks
95,"Ware-Hudson, Keyon",DT,1,7,0,Oregon Ducks
85,"Waters, jr",WR,1,2,0,Oregon Ducks
18,"Webb, Spencer",TE,2,1,0,Oregon Ducks
43,"Wiebe, Nick",LB,2,3,0,Oregon Ducks
86,"Wilhoite, Lance",WR,1,0,0,Oregon Ducks
91,"Williams, Kristian",DT,1,7,2,Oregon Ducks
15,"Williams, Bennett",S,3,7,2,Oregon Ducks
29,"Williams, Korbin",WR,2,1,0,Oregon Ducks
2,"Williams, Devon",WR,2,6,2,Oregon Ducks
20,"Wilson, Jayvaun",RB,1,0,0,Oregon Ducks
2,"Wright, Mykael",CB,2,7,7,Oregon Ducks
37,"Wysocki, Max",S,1,2,0,Oregon Ducks
16,"Yaffe, Bradley",QB,2,0,0,Oregon Ducks
47,"Yanagi, Peyton",LS,2,0,0,Oregon Ducks
67,"Young, Cole",OL,1,0,0,Oregon Ducks
32,"Alfieri, Mikey",RB,2,2,0,Oregon St. Beavers
41,"Allen, Jontae",LB,1,0,0,Oregon St. Beavers
98,"Anderson, Cody",DL,3,7,0,Oregon St. Beavers
0,"Arnold, Akili",DB,1,7,6,Oregon St. Beavers
18,"Austin, Alex",DB,1,7,5,Oregon St. Beavers
0,"Baylor, B.J.",RB,3,7,1,Oregon St. Beavers
1,"Beason, Zeriah",WR,1,7,5,Oregon St. Beavers
75,"Bennett, Evan",DL,1,7,2,Oregon St. Beavers
48,"Black, Dylan",LS,1,7,0,Oregon St. Beavers
22,"Bolden, Silas",WR,1,1,0,Oregon St. Beavers
8,"Bradford, Trevon",WR,4,5,4,Oregon St. Beavers
87,"Bramscher, Bryce",TE,3,2,0,Oregon St. Beavers
60,"Brewer, Marco",OL,1,1,0,Oregon St. Beavers
89,"Briski, Sebastian",DL,2,0,0,Oregon St. Beavers
29,"Brownholtz, Cade",LB,1,0,0,Oregon St. Beavers
77,"Bush, Jaelen",OL,3,7,0,Oregon St. Beavers
9,"Chryst, Jackson",QB,1,0,0,Oregon St. Beavers
65,"Clarke, Onesimus",OL,3,0,0,Oregon St. Beavers
12,"Colletto, Jack",LB,3,7,0,Oregon St. Beavers
66,"Darling, Cooper",OL,1,0,0,Oregon St. Beavers
95,"Dawkins, Keishon",DL,2,0,0,Oregon St. Beavers
23,"Dunn, Isaiah",DB,4,7,4,Oregon St. Beavers
64,"Eldridge, Nathan",OL,4,7,7,Oregon St. Beavers
40,"Erhart, Michael",LB,2,1,0,Oregon St. Beavers
74,"Espinoza, Brian",OL,1,0,0,Oregon St. Beavers
56,"Ferenczi, Jacob",OL,1,0,0,Oregon St. Beavers
10,"Fisher, Kyrei",LB,3,4,0,Oregon St. Beavers
16,"Flemings, Champ",WR,3,5,3,Oregon St. Beavers
26,"Forest, Jojo",DB,2,0,0,Oregon St. Beavers
81,"franke, Ryan",LB,1,1,0,Oregon St. Beavers
75,"Fuaga, Taliese",OL,1,4,0,Oregon St. Beavers
92,"Garcia, Isaac",LB,3,7,0,Oregon St. Beavers
0,"Gebbia, Tristan",QB,3,4,4,Oregon St. Beavers
15,"Gould, Anthony",WR,2,4,1,Oregon St. Beavers
3,"Grant, Jaydon",DB,3,7,7,Oregon St. Beavers
6,"Gray, Joshua",OL,1,7,7,Oregon St. Beavers
37,"Green, Josh",P,2,0,0,Oregon St. Beavers
17,"Gulbranson, Ben",QB,1,1,0,Oregon St. Beavers
15,"Gumbs, Addison",LB,2,0,0,Oregon St. Beavers
21,"Hardge III, Ron",DB,3,4,0,Oregon St. Beavers
19,"Harris, Marcus",DB,1,0,0,Oregon St. Beavers
0,"Harrison, Tre'Shaun",WR,3,2,1,Oregon St. Beavers
3,"Hayes, Everett",K,2,7,0,Oregon St. Beavers
14,"Hayes, Kaleb",DB,3,0,0,Oregon St. Beavers
67,"Hennessy, Kelsen",DL,1,1,0,Oregon St. Beavers
99,"Hodgins, Isaac",DL,3,7,7,Oregon St. Beavers
33,"Hogan, Peyton",LS,1,0,0,Oregon St. Beavers
42,"Horton, Logan",RB,1,0,0,Oregon St. Beavers
49,"Hughes-Murray, Andrezj",LB,4,7,5,Oregon St. Beavers
1,"Irish, Jesiah",WR,2,6,2,Oregon St. Beavers
39,"Jackson, Dante",K,1,0,0,Oregon St. Beavers
0,"Jefferson, Jermar",RB,3,6,6,Oregon St. Beavers
27,"Jenkins Jr., Joe",DB,1,0,0,Oregon St. Beavers
7,"Julian, Alton",DB,2,7,2,Oregon St. Beavers
54,"Kady, Shane",LB,1,0,0,Oregon St. Beavers
86,"Kelley, Malik",TE,1,0,0,Oregon St. Beavers
69,"Keobounnam, Nous",OL,4,5,5,Oregon St. Beavers
68,"Kipper, Brandon",OL,3,7,7,Oregon St. Beavers
46,"Landes, Cameron",LS,1,0,0,Oregon St. Beavers
43,"Leonnig, Luke",LB,4,5,0,Oregon St. Beavers
70,"Levengood, Jake",OL,2,7,7,Oregon St. Beavers
30,"Lightbourn, Caleb",P,4,7,0,Oregon St. Beavers
1,"Lindsey, Tyjon",WR,3,6,0,Oregon St. Beavers
38,"Loecher, Luke",P,3,7,0,Oregon St. Beavers
90,"Lolohea, Sione",DL,1,7,0,Oregon St. Beavers
21,"Lowe, Trey",RB,2,2,0,Oregon St. Beavers
23,"Madison, Ta'Ron",RB,1,1,0,Oregon St. Beavers
6,"McCartan, John",LB,3,6,1,Oregon St. Beavers
61,"Miller, Tanner",OL,1,2,0,Oregon St. Beavers
20,"Miller, John",LB,1,5,0,Oregon St. Beavers
55,"Montibon, Keli'i",OL,4,2,2,Oregon St. Beavers
7,"Moore, Nick",QB,3,0,0,Oregon St. Beavers
35,"Moran, Mason",DB,3,3,0,Oregon St. Beavers
73,"Morano, Tyler",OL,1,0,0,Oregon St. Beavers
24,"Morris, David",DB,3,1,0,Oregon St. Beavers
31,"Morton, Connor",RB,2,1,0,Oregon St. Beavers
2,"Munyagi Jr., Rweha",WR,2,5,0,Oregon St. Beavers
88,"Musgrave, Luke",TE,2,7,3,Oregon St. Beavers
78,"Napierkowski, Dakota",OL,3,0,0,Oregon St. Beavers
25,"Newell, Isaiah",RB,1,1,0,Oregon St. Beavers
37,"Nithalangsy, Brian",DB,1,0,0,Oregon St. Beavers
10,"Nolan, Chance",QB,2,4,3,Oregon St. Beavers
28,"Oladapo, Kitan",DB,2,6,1,Oregon St. Beavers
8,"Overman, Jake",TE,1,7,0,Oregon St. Beavers
44,"Phillips, Porter",LB,1,0,0,Oregon St. Beavers
80,"Pope, Trevor",WR,1,0,0,Oregon St. Beavers
62,"Quillin, Joe",OL,1,0,0,Oregon St. Beavers
84,"Quitoriano, Teagan",TE,3,7,7,Oregon St. Beavers
9,"Rashed Jr., Hamilcar",LB,4,7,7,Oregon St. Beavers
52,"Rawls, James",DL,2,7,0,Oregon St. Beavers
91,"Reichner, Jeromy",DL,4,0,0,Oregon St. Beavers
17,"Riley, Johnathan",DB,2,0,0,Oregon St. Beavers
34,"Roberts, Avery",LB,3,6,6,Oregon St. Beavers
4,"Robinson, Jaden",DB,1,7,0,Oregon St. Beavers
22,"Russell, Wynston",DB,1,0,0,Oregon St. Beavers
96,"Sandberg, Simon",DL,3,7,7,Oregon St. Beavers
47,"Scarton, Jake",K,3,0,0,Oregon St. Beavers
53,"Seumalo, Noah",LB,3,5,0,Oregon St. Beavers
29,"Shannon, Kanoa",RB,2,0,0,Oregon St. Beavers
56,"Sharp, Riley",LB,2,7,1,Oregon St. Beavers
94,"Shippen, Tavis",DL,2,1,0,Oregon St. Beavers
76,"Sio, Thomas",OL,1,2,0,Oregon St. Beavers
97,"Skelton, Alexander",LB,3,5,2,Oregon St. Beavers
63,"sorensen, Korbin",OL,4,7,0,Oregon St. Beavers
36,"Speights, Omar",LB,2,7,7,Oregon St. Beavers
85,"Spencer, Tommy",TE,1,1,0,Oregon St. Beavers
14,"Stewart, I'Shwan",WR,2,0,0,Oregon St. Beavers
82,"Stover, Cory",DL,1,5,0,Oregon St. Beavers
72,"Suing, Nick",OL,1,0,0,Oregon St. Beavers
8,"Tago, Matthew",LB,3,0,0,Oregon St. Beavers
45,"Taufa'asau, Ralph",TE,3,0,0,Oregon St. Beavers
42,"Taumoelau, Doug",LB,4,7,1,Oregon St. Beavers
5,"Taylor, Kolby",WR,3,6,2,Oregon St. Beavers
2,"Tyler, Calvin",RB,3,3,0,Oregon St. Beavers
58,"Vanderlaan, Rob",OL,2,0,0,Oregon St. Beavers
13,"Walling, Junior",LB,1,0,0,Oregon St. Beavers
25,"Watson, Moku",DB,3,0,0,Oregon St. Beavers
71,"Wellsfry, Brock",OL,3,0,0,Oregon St. Beavers
5,"Whittley, Jordan",DL,4,0,0,Oregon St. Beavers
1,"Wright, Rejzohn",DB,3,5,0,Oregon St. Beavers
2,"Wright, Nahshon",DB,3,6,6,Oregon St. Beavers
43,"Baker, Trevor",TE,3,0,0,Penn St. Nittany Lions
51,"Beamon, Hakeem",DL,2,8,0,Penn St. Nittany Lions
88,"Black, Norval",WR,3,0,0,Penn St. Nittany Lions
95,"Brevard, Cole",DT,1,0,0,Penn St. Nittany Lions
1,"Brisker, Jaquan",DB,4,9,9,Penn St. Nittany Lions
13,"Brooks, Ellis",LB,3,9,9,Penn St. Nittany Lions
4,"Brown, Journey",RB,3,0,0,Penn St. Nittany Lions
16,"Brown, Ji'Ayir",S,3,9,0,Penn St. Nittany Lions
30,"Bruno, Joseph",RB,1,7,0,Penn St. Nittany Lions
21,"Cain, Noah",RB,2,1,1,Penn St. Nittany Lions
5,"Castro-Fields, Tariq",DB,4,3,3,Penn St. Nittany Lions
90,"Checa, Rafael",K,3,5,0,Penn St. Nittany Lions
50,"Chizmar, Max",LB,3,6,0,Penn St. Nittany Lions
14,"Clifford, Sean",QB,3,9,8,Penn St. Nittany Lions
29,"Costantini, Sebastien",CB,1,1,0,Penn St. Nittany Lions
77,"Culpepper, Judge",DL,3,9,0,Penn St. Nittany Lions
44,"Darkwa, Joseph",DL,2,0,0,Penn St. Nittany Lions
63,"De Boef, Collin",OL,3,0,0,Penn St. Nittany Lions
10,"Dixon, Lance",LB,2,9,1,Penn St. Nittany Lions
5,"Dotson, Jahan",WR,3,9,9,Penn St. Nittany Lions
19,"Dottin, Jaden",WR,1,1,0,Penn St. Nittany Lions
39,"Dwyer, Robbie",LB,2,3,0,Penn St. Nittany Lions
72,"Effner, Bryce",OL,3,8,0,Penn St. Nittany Lions
91,"Ellies, Dvon",DL,2,3,0,Penn St. Nittany Lions
2,"Ellis, Keaton",DB,2,6,5,Penn St. Nittany Lions
43,"Elsdon, Tyler",LB,1,1,0,Penn St. Nittany Lions
32,"Farronato, Dylan",S,1,0,0,Penn St. Nittany Lions
29,"Fessler, Henry",WR,2,0,0,Penn St. Nittany Lions
36,"Fisher, Zuriah",LB,1,1,0,Penn St. Nittany Lions
28,"Ford, Devyn",RB,2,6,5,Penn St. Nittany Lions
93,"Forrest, Levi",P,1,1,0,Penn St. Nittany Lions
87,"freiermuth, Pat",TE,3,4,4,Penn St. Nittany Lions
71,"fries, Will",OL,4,9,9,Penn St. Nittany Lions
47,"Furmanek, Alex",LB,1,1,0,Penn St. Nittany Lions
11,"George, Daniel",WR,3,9,2,Penn St. Nittany Lions
19,"Gordon, Trent",DB,3,3,0,Penn St. Nittany Lions
53,"Hansard, fred",DL,3,8,0,Penn St. Nittany Lions
25,"Hardy, Daequan",DB,2,9,0,Penn St. Nittany Lions
37,"Hartlaub, Drew",DB,3,8,0,Penn St. Nittany Lions
27,"Hawkins, Aeneas",DL,3,1,0,Penn St. Nittany Lions
95,"Hilling, Vlad",K,3,0,0,Penn St. Nittany Lions
75,"Holmes, Des",OL,3,3,0,Penn St. Nittany Lions
26,"Holmes, Caziah",RB,1,9,0,Penn St. Nittany Lions
20,"Isaac, Adisa",DL,2,9,0,Penn St. Nittany Lions
99,"Izzard, Coziah",DT,1,2,0,Penn St. Nittany Lions
23,"Jacobs, Curtis",LB,1,8,0,Penn St. Nittany Lions
15,"Jennings, Enzo",S,1,1,0,Penn St. Nittany Lions
84,"Johnson, Theo",TE,1,7,1,Penn St. Nittany Lions
3,"Johnson, Donovan",DB,3,0,0,Penn St. Nittany Lions
17,"Johnson III, Joseph",CB,1,0,0,Penn St. Nittany Lions
10,"Jones, TJ",WR,2,7,0,Penn St. Nittany Lions
45,"Katshir, Charlie",LB,3,3,0,Penn St. Nittany Lions
89,"Kline, Grayson",TE,2,0,0,Penn St. Nittany Lions
59,"Konigus, Kaleb",OL,2,0,0,Penn St. Nittany Lions
82,"Kuntz, Zack",TE,3,7,0,Penn St. Nittany Lions
13,"Lambert-Smith, KeAndre",WR,1,9,5,Penn St. Nittany Lions
97,"Landis, Carson",K,3,0,0,Penn St. Nittany Lions
24,"Lee, Keyvone",RB,1,9,3,Penn St. Nittany Lions
7,"Levis, Will",QB,3,8,1,Penn St. Nittany Lions
40,"Luketa, Jesse",LB,3,9,8,Penn St. Nittany Lions
85,"Lutz, Isaac",WR,4,9,0,Penn St. Nittany Lions
80,"Meiga, Malick",WR,1,0,0,Penn St. Nittany Lions
62,"Menet, Michal",OL,4,9,9,Penn St. Nittany Lions
73,"Miranda, Mike",OL,3,9,9,Penn St. Nittany Lions
33,"Mostella, Bryce",DE,1,0,0,Penn St. Nittany Lions
54,"Mulbah, Fatorma",DT,1,1,0,Penn St. Nittany Lions
97,"Mustipher, PJ",DL,3,9,9,Penn St. Nittany Lions
28,"Oweh, Jayson",DL,3,7,7,Penn St. Nittany Lions
92,"Pinegar, Jake",K,3,9,0,Penn St. Nittany Lions
9,"Porter Jr., Joey",DB,2,8,8,Penn St. Nittany Lions
9,"Roberson, Ta'Quan",QB,2,1,0,Penn St. Nittany Lions
48,"Romano, Cody",S,2,0,0,Penn St. Nittany Lions
21,"Rudolph, Tyler",DB,2,4,0,Penn St. Nittany Lions
70,"Scruggs, Juice",OL,3,6,0,Penn St. Nittany Lions
36,"Self, Makai",DB,1,0,0,Penn St. Nittany Lions
55,"Shelton, Antonio",DL,4,9,9,Penn St. Nittany Lions
34,"Simmons, Shane",DL,4,9,2,Penn St. Nittany Lions
12,"Smith, Brandon",LB,2,9,9,Penn St. Nittany Lions
26,"Smith, Tank",RB,1,1,0,Penn St. Nittany Lions
91,"Stoll, Chris",LS,3,9,0,Penn St. Nittany Lions
98,"Stout, Jordan",K,3,9,0,Penn St. Nittany Lions
86,"Strange, Brenton",TE,2,9,5,Penn St. Nittany Lions
6,"Sullivan-Brown, Cam",WR,3,7,0,Penn St. Nittany Lions
0,"Sutherland, Jonathan",DB,3,9,0,Penn St. Nittany Lions
46,"Tarburton, Nick",DL,3,7,0,Penn St. Nittany Lions
69,"Thorpe, C.J.",OL,3,6,3,Penn St. Nittany Lions
18,"Toney, Shaka",DL,4,9,9,Penn St. Nittany Lions
56,"Vanover, Amin",DT,1,2,0,Penn St. Nittany Lions
98,"Vasey, Dan",DL,3,0,0,Penn St. Nittany Lions
92,"Vilbert, Smith",DL,2,4,0,Penn St. Nittany Lions
38,"Wade, Lamont",DB,4,9,9,Penn St. Nittany Lions
53,"Walker, Rasheed",OL,3,9,9,Penn St. Nittany Lions
79,"Wallace, Caedan",OL,2,9,7,Penn St. Nittany Lions
44,"Warren, Tyler",TE,1,2,0,Penn St. Nittany Lions
3,"Washington, Parker",WR,1,9,9,Penn St. Nittany Lions
80,"Weller, Justin",WR,3,1,0,Penn St. Nittany Lions
55,"Whigan, Anthony",OL,4,9,0,Penn St. Nittany Lions
8,"Wilson, Marquis",DB,2,9,2,Penn St. Nittany Lions
84,"Wilson, Benjamin",WR,4,6,0,Penn St. Nittany Lions
77,"Wormley, Sal",OL,2,3,0,Penn St. Nittany Lions
49,"Wright, Michael",LS,1,0,0,Penn St. Nittany Lions
52,"Zalar, Blake",OL,1,0,0,Penn St. Nittany Lions
2,"Abanikanda, Israel",RB,1,7,0,Pittsburgh Panthers
3,"Addison, Jordan",WR,1,10,8,Pittsburgh Panthers
94,"Adomitis, Cal",LS,4,11,0,Pittsburgh Panthers
5,"Alexandre, Deslin",DL,3,11,2,Pittsburgh Panthers
87,"Baldonado, Habakkuk",DL,2,4,0,Pittsburgh Panthers
1,"Barden, Jaylon",WR,1,9,2,Pittsburgh Panthers
21,"Battle, Rashad",DB,1,11,0,Pittsburgh Panthers
40,"Belgrave, Emmanuel",DL,1,0,0,Pittsburgh Panthers
92,"Bentley, Tyler",DL,2,9,3,Pittsburgh Panthers
1,"Beville, Davis",QB,1,6,0,Pittsburgh Panthers
85,"Bickhart, Garrett",WR,3,1,0,Pittsburgh Panthers
38,"Bright, Cam",LB,3,11,9,Pittsburgh Panthers
57,"Brima, Bam",DL,1,4,0,Pittsburgh Panthers
20,"Brown, Paris",RB,1,1,0,Pittsburgh Panthers
61,"Burgess, Brian",OL,3,0,0,Pittsburgh Panthers
10,"Camp, Keyshon",DL,4,7,3,Pittsburgh Panthers
24,"Campbell, Phil",LB,4,11,11,Pittsburgh Panthers
96,"Campbell, Jared",P,1,0,0,Pittsburgh Panthers
39,"Canton, Myles",DB,4,0,0,Pittsburgh Panthers
84,"Carrigan, Grant",TE,3,5,0,Pittsburgh Panthers
4,"Carter, Daniel",RB,1,9,0,Pittsburgh Panthers
98,"Christodoulou, Kirk",P,3,11,0,Pittsburgh Panthers
50,"Collier, Jason",OL,1,0,0,Pittsburgh Panthers
87,"Cortes, Jake",TE,2,0,0,Pittsburgh Panthers
95,"Danielson, Devin",DL,2,11,7,Pittsburgh Panthers
2,"Davis, A.J.",RB,4,10,1,Pittsburgh Panthers
2,"Davis, Vincent",RB,2,11,9,Pittsburgh Panthers
20,"Davis, Wendell",LB,2,3,2,Pittsburgh Panthers
34,"DeShields, solomon",LB,1,4,0,Pittsburgh Panthers
82,"DelGaudio, Luke",WR,1,0,0,Pittsburgh Panthers
32,"Dennis, SirVocea",LB,2,10,2,Pittsburgh Panthers
72,"Dick, Liam",OL,1,0,0,Pittsburgh Panthers
60,"Drexel, Owen",OL,3,6,1,Pittsburgh Panthers
49,"Floyd, Byron",LS,1,1,0,Pittsburgh Panthers
12,"Ford, Paris",DB,3,7,7,Pittsburgh Panthers
30,"George, Brandon",LB,2,11,0,Pittsburgh Panthers
14,"Gipson, Will",WR,1,0,0,Pittsburgh Panthers
76,"Goncalves, Matt",OL,1,9,3,Pittsburgh Panthers
2,"Green, David",DL,2,9,5,Pittsburgh Panthers
92,"Guess, Cam",P,1,0,0,Pittsburgh Panthers
31,"Hallett, Erick",DB,2,10,4,Pittsburgh Panthers
3,"Hamlin, Damar",DB,4,10,10,Pittsburgh Panthers
71,"Hargrove, Bryce",OL,4,11,11,Pittsburgh Panthers
50,"Hayes, Dayon",DL,1,5,0,Pittsburgh Panthers
81,"Henningham, Aydin",WR,1,6,0,Pittsburgh Panthers
48,"Henry, Jackson",LB,2,1,0,Pittsburgh Panthers
9,"Hill, Brandon",DB,1,10,2,Pittsburgh Panthers
5,"Houy, Gabe",OL,3,9,8,Pittsburgh Panthers
18,"Jacques-Louis, Shocky",WR,3,10,10,Pittsburgh Panthers
91,"Jones II, Patrick",DL,4,11,11,Pittsburgh Panthers
90,"Jules, Deandre",DL,1,6,0,Pittsburgh Panthers
29,"Junko, Josh",WR,1,0,0,Pittsburgh Panthers
11,"Kamara, Bangally",LB,1,11,0,Pittsburgh Panthers
8,"Kancey, Calijah",DL,1,11,4,Pittsburgh Panthers
97,"Kessman, Alex",K,4,11,0,Pittsburgh Panthers
56,"King IV, Will",OL,1,0,0,Pittsburgh Panthers
18,"Kosanovich, Eli",QB,1,0,0,Pittsburgh Panthers
53,"Kradel, Jake",OL,2,8,8,Pittsburgh Panthers
7,"Krull, Lucas",TE,4,1,1,Pittsburgh Panthers
41,"Lewis, Jehvonn",DB,1,0,0,Pittsburgh Panthers
1,"Mack, Taysir",WR,4,8,4,Pittsburgh Panthers
27,"Mack III, Buddy",DB,1,11,0,Pittsburgh Panthers
96,"Maloney, Chris",DL,2,3,0,Pittsburgh Panthers
84,"McConnachie, Jake",WR,1,0,0,Pittsburgh Panthers
2,"Mimes, Kaymar",TE,2,9,0,Pittsburgh Panthers
80,"Moraga, Daniel",TE,3,10,6,Pittsburgh Panthers
6,"Morgan, John",DL,2,11,0,Pittsburgh Panthers
67,"Morrissey, Jimmy",OL,4,11,11,Pittsburgh Panthers
66,"Murphy, Shane",OL,1,0,0,Pittsburgh Panthers
45,"Palmer, Noah",DL,2,2,0,Pittsburgh Panthers
1,"Patti, Nick",QB,2,2,0,Pittsburgh Panthers
62,"Peters, Dakota",OL,2,0,0,Pittsburgh Panthers
0,"Petrishen, John",LB,4,11,0,Pittsburgh Panthers
8,"Pickett, Kenny",QB,4,9,9,Pittsburgh Panthers
36,"Pine, Chase",LB,4,11,9,Pittsburgh Panthers
15,"Pinnock, Jason",DB,4,10,10,Pittsburgh Panthers
35,"Primus, Hudson",DB,1,0,0,Pittsburgh Panthers
37,"Priore, Angelo",RB,1,0,0,Pittsburgh Panthers
52,"Rainey III, Kenny",OL,3,0,0,Pittsburgh Panthers
44,"Roberts, A.J.",LB,1,5,0,Pittsburgh Panthers
19,"Royal, Jahvante",DB,1,2,0,Pittsburgh Panthers
90,"Sauls, Ben",K,1,1,0,Pittsburgh Panthers
91,"Scarton, Sam",K,1,0,0,Pittsburgh Panthers
43,"Scott-Naji, Anthony",DB,3,1,0,Pittsburgh Panthers
29,"Sellers, Hunter",DB,1,0,0,Pittsburgh Panthers
2,"Sibley Jr., Todd",RB,3,6,1,Pittsburgh Panthers
23,"Smith, Leslie",LB,1,1,0,Pittsburgh Panthers
74,"Statham, Michael",OL,1,0,0,Pittsburgh Panthers
35,"Stewart, Isaiah",WR,1,0,0,Pittsburgh Panthers
40,"Sunseri, Gusty",DB,1,0,0,Pittsburgh Panthers
26,"Tallandier, Judson",DB,2,11,0,Pittsburgh Panthers
78,"Taylor, Branson",OL,1,3,0,Pittsburgh Panthers
16,"Temple, Nate",DL,1,7,1,Pittsburgh Panthers
82,"Thomson, Gavin",WR,1,6,0,Pittsburgh Panthers
6,"Tipton, Tre",WR,4,9,2,Pittsburgh Panthers
7,"Turner, DJ",WR,4,11,6,Pittsburgh Panthers
59,"Van Lynn, Carson",OL,3,11,3,Pittsburgh Panthers
83,"Vardzel, John",WR,2,11,0,Pittsburgh Panthers
77,"Warren, Carter",OL,3,9,8,Pittsburgh Panthers
5,"Wayne, Jared",WR,2,8,3,Pittsburgh Panthers
17,"Weaver, Rashad",DL,4,9,9,Pittsburgh Panthers
14,"Williams, Marquis",DB,2,10,7,Pittsburgh Panthers
46,"Williams, Sam",DL,1,0,0,Pittsburgh Panthers
74,"Wilson, Keldrick",OL,4,6,0,Pittsburgh Panthers
25,"Woods, A.J.",DB,2,11,3,Pittsburgh Panthers
28,"Wright, Kyi",TE,1,8,2,Pittsburgh Panthers
1,"Yellen, Joey",QB,1,6,2,Pittsburgh Panthers
41,"Zilinskas, Jake",TE,4,10,0,Pittsburgh Panthers
68,"Zubovic, Blake",OL,2,7,2,Pittsburgh Panthers
36,"Alexander, Jaylan",LB,3,6,5,Purdue Boilermakers
18,"Allen, Cam",DB,2,6,5,Purdue Boilermakers
10,"Anderson Jr., Amad",WR,2,5,2,Purdue Boilermakers
33,"Anthrop, Jackson",WR,4,4,0,Purdue Boilermakers
20,"Armour, Alfred",RB,3,5,1,Purdue Boilermakers
