Jersey,Player,Pos,Year,GP,GS,Team
98,"Seibert, Jake",K,1,3,0,Ohio St. Buckeyes
8,"Sermon, Trey",RB,4,8,2,Ohio St. Buckeyes
17,"Shaw, Bryson",DB,2,5,0,Ohio St. Buckeyes
39,"Simon, Cody",LB,1,6,0,Ohio St. Buckeyes
29,"Sinclair, Darryl",WR,3,1,0,Ohio St. Buckeyes
11,"Smith, Tyreke",DL,3,7,6,Ohio St. Buckeyes
60,"Smith, Ryan",OL,1,0,0,Ohio St. Buckeyes
11,"Smith-Njigba, Jaxson",WR,1,7,0,Ohio St. Buckeyes
59,"Stevenson, Zach",OL,1,0,0,Ohio St. Buckeyes
16,"Stover, Cade",LB,2,8,0,Ohio St. Buckeyes
14,"Stroud, C.J.",QB,1,2,0,Ohio St. Buckeyes
34,"Taylor, Alec",WR,1,0,0,Ohio St. Buckeyes
33,"Teague, Master",RB,3,7,6,Ohio St. Buckeyes
72,"Togiai, Tommy",DL,3,7,7,Ohio St. Buckeyes
73,"Toutant, Grant",OL,1,0,0,Ohio St. Buckeyes
17,"Vanatsky, Danny",QB,3,0,0,Ohio St. Buckeyes
66,"Vimahi, Enokk",DL,2,6,0,Ohio St. Buckeyes
6,"Vincent, Taron",DL,3,6,0,Ohio St. Buckeyes
24,"Wade, Shaun",DB,3,8,7,Ohio St. Buckeyes
16,"Watts, Ryan",DB,1,7,0,Ohio St. Buckeyes
20,"Werner, Pete",LB,4,8,8,Ohio St. Buckeyes
82,"Wiglusz, Sam",WR,3,1,0,Ohio St. Buckeyes
51,"Wilburn, Trayvon",LB,3,1,0,Ohio St. Buckeyes
2,"Williams, Kourt",S,1,0,0,Ohio St. Buckeyes
6,"Williams, Jameson",WR,2,8,6,Ohio St. Buckeyes
28,"Williams, Miyan",RB,1,4,0,Ohio St. Buckeyes
21,"Williamson, Marcus",DB,4,8,8,Ohio St. Buckeyes
5,"Wilson, Garrett",WR,2,8,8,Ohio St. Buckeyes
74,"Wray, Max",OL,3,7,1,Ohio St. Buckeyes
53,"Wypler, Luke",OL,1,1,0,Ohio St. Buckeyes
15,"Young, Craig",LB,2,3,0,Ohio St. Buckeyes
74,"Alexander, Marcus",OL,1,1,0,Oklahoma sooners
62,"Anderson, Nate",OL,1,0,0,Oklahoma sooners
42,"Arinze, Noah",DL,1,0,0,Oklahoma sooners
24,"Asamoah, Brian",LB,2,11,9,Oklahoma sooners
13,"Atkinson, Colt",QB,3,1,0,Oklahoma sooners
20,"Barnes, Robert",LB,3,9,1,Oklahoma sooners
76,"Bishop, Dalton",OL,3,1,0,Oklahoma sooners
53,"Bizzarro, Cory",DE,1,0,0,Oklahoma sooners
11,"Bonitto, Nik",LB,2,10,10,Oklahoma sooners
8,"Bridges, Trejan",WR,2,2,0,Oklahoma sooners
47,"Brkic, Gabe",K,2,10,0,Oklahoma sooners
25,"Broiles, Justin",DB,3,6,0,Oklahoma sooners
26,"Brooks, Kennedy",RB,3,0,0,Oklahoma sooners
6,"Brown, Tre",CB,4,10,10,Oklahoma sooners
50,"Bufkin, Hayes",LB,1,0,0,Oklahoma sooners
47,"Colbert, Asa",DB,1,0,0,Oklahoma sooners
39,"Collins, Doug",DB,2,0,0,Oklahoma sooners
80,"Conyers, Jalin",WR,1,0,0,Oklahoma sooners
86,"Corwin, Finn",WR,1,1,0,Oklahoma sooners
22,"Criddell, Jeremiah",S,1,11,1,Oklahoma sooners
21,"Crutchfield, Marcellus",WR,1,1,0,Oklahoma sooners
84,"Curtis, Davion",WR,4,0,0,Oklahoma sooners
16,"Darby, Brian",WR,1,8,0,Oklahoma sooners
4,"Davis, Jaden",CB,2,10,6,Oklahoma sooners
21,"Dennis, Kendall",CB,1,0,0,Oklahoma sooners
59,"Ealy, Adrian",OL,3,11,11,Oklahoma sooners
1,"Eaton, Joshua",CB,1,4,0,Oklahoma sooners
90,"Ellison, Josh",DL,2,11,2,Oklahoma sooners
65,"Felix, Finley",OL,4,1,0,Oklahoma sooners
10,"Fields, Patrick",S,3,10,10,Oklahoma sooners
9,"Graham, D.J.",CB,1,8,1,Oklahoma sooners
14,"Grimes, Reggie",DL,1,8,0,Oklahoma sooners
18,"Groos, Carsten",QB,1,0,0,Oklahoma sooners
27,"Hall, Jeremiah",RB,3,11,10,Oklahoma sooners
16,"Harrington, Justin",DB,3,0,0,Oklahoma sooners
53,"Harrison, Anton",OL,1,9,0,Oklahoma sooners
11,"Haselwood, Jadon",WR,2,3,0,Oklahoma sooners
54,"Hayes, Marquis",OL,3,11,11,Oklahoma sooners
3,"Henderson, Mikey",TE,1,9,0,Oklahoma sooners
99,"Hicks, Marcus",DL,1,0,0,Oklahoma sooners
2,"Howard, Theo",WR,4,10,0,Oklahoma sooners
46,"Hudgens, Pierce",DB,1,0,0,Oklahoma sooners
23,"Hudson, Todd",RB,1,2,0,Oklahoma sooners
56,"Humphrey, Creed",OL,3,11,11,Oklahoma sooners
39,"Johnson, Stephen",K,4,5,0,Oklahoma sooners
91,"Jones, Dominique",DL,3,0,0,Oklahoma sooners
87,"Jones, Spencer",WR,4,11,0,Oklahoma sooners
51,"Kelleher, Kasey",LS,3,11,0,Oklahoma sooners
88,"Kelley, Jordan",DL,2,10,0,Oklahoma sooners
19,"Kelly, Caleb",LB,4,0,0,Oklahoma sooners
25,"Knowles, Jaden",RB,3,0,0,Oklahoma sooners
58,"Lane, Ethan",LS,1,0,0,Oklahoma sooners
93,"Lindsey, Reed",DL,1,1,0,Oklahoma sooners
49,"Longcrier, Hunter",CB,2,0,0,Oklahoma sooners
24,"Major, Marcus",RB,1,10,1,Oklahoma sooners
41,"McCoy, Jake",LB,1,7,0,Oklahoma sooners
1,"McGowan, Seth",RB,1,8,0,Oklahoma sooners
61,"McIver, Ian",OL,3,5,0,Oklahoma sooners
98,"McKinney, Zacchaeus",DL,3,1,0,Oklahoma sooners
38,"Mead, Bryan",LB,4,11,0,Oklahoma sooners
30,"Melson, Major",WR,1,0,0,Oklahoma sooners
17,"Mims, Marvin",WR,1,11,1,Oklahoma sooners
15,"Mordecai, Tanner",QB,2,4,0,Oklahoma sooners
3,"Morris, Jamal",LB,1,10,0,Oklahoma sooners
4,"Morris, Chandler",QB,1,5,0,Oklahoma sooners
46,"Mundschau, Reeves",P,3,11,0,Oklahoma sooners
26,"Murphy, Caleb",S,2,1,0,Oklahoma sooners
57,"Murray, Christaphany",OL,3,5,0,Oklahoma sooners
75,"Ndoma-Ogar, E.J.",OL,1,0,0,Oklahoma sooners
71,"Nelson, Noah",OL,1,1,0,Oklahoma sooners
13,"Norwood, Tre",DB,3,11,5,Oklahoma sooners
82,"Obialo, Obi",WR,4,2,0,Oklahoma sooners
55,"Parks, Aaryn",OL,1,0,0,Oklahoma sooners
43,"Peoples, Ryan",DB,2,3,0,Oklahoma sooners
7,"Perkins, Ronnie",DE,3,6,5,Oklahoma sooners
5,"Pledger, T.J.",RB,3,9,5,Oklahoma sooners
44,"Radley-Hiles, Brendan",DB,3,10,8,Oklahoma sooners
14,"Rambo, Charleston",WR,3,10,10,Oklahoma sooners
7,"Rattler, Spencer",QB,1,11,11,Oklahoma sooners
73,"Raym, Andrew",OL,1,9,0,Oklahoma sooners
31,"Redmond, Jalen",DL,2,0,0,Oklahoma sooners
37,"Reeves, Easton",LB,1,0,0,Oklahoma sooners
92,"Roberson, Kori",DL,1,10,0,Oklahoma sooners
52,"Robinson, Tyrese",OL,3,11,11,Oklahoma sooners
49,"Saltarelli, Dane",TE,2,1,0,Oklahoma sooners
9,"Schafer, Tanner",QB,4,1,0,Oklahoma sooners
36,"Schenck, Josh",LB,4,2,0,Oklahoma sooners
34,"Schmit, Zach",K,1,2,0,Oklahoma sooners
79,"Simpson, Darrell",OL,2,0,0,Oklahoma sooners
89,"Smith, Damon",WR,2,2,0,Oklahoma sooners
85,"Staton, Devin",WR,2,6,0,Oklahoma sooners
29,"Stevenson, Rhamondre",RB,4,6,5,Oklahoma sooners
18,"Stogner, Austin",TE,2,8,4,Oklahoma sooners
96,"Stokes, LaRon",DL,4,8,5,Oklahoma sooners
12,"Stoops, Drake",WR,2,10,6,Oklahoma sooners
33,"Stripling, Marcus",DE,2,10,1,Oklahoma sooners
31,"Sumlin, Jackson",TE,1,0,0,Oklahoma sooners
77,"Swenson, Erik",OL,4,11,11,Oklahoma sooners
28,"Sylvie, Chanse",CB,4,11,0,Oklahoma sooners
64,"Tawwater, Ben",OL,1,0,0,Oklahoma sooners
40,"Terry, Jon-Michael",LB,4,10,2,Oklahoma sooners
95,"Thomas, Isaiah",DL,3,11,11,Oklahoma sooners
32,"Turner-Yell, Delarrin",S,3,10,8,Oklahoma sooners
2,"Ugwoegbu, David",LB,2,11,3,Oklahoma sooners
68,"Visage, Ayden",OL,1,0,0,Oklahoma sooners
30,"Walker, Brynden",LB,1,10,0,Oklahoma sooners
70,"Walker, Brey",OL,2,3,0,Oklahoma sooners
15,"Washington, Bryson",S,1,4,0,Oklahoma sooners
0,"Washington, Woodi",CB,1,10,5,Oklahoma sooners
10,"Wease, Theo",WR,2,11,11,Oklahoma sooners
19,"West, Trevon",WR,1,8,0,Oklahoma sooners
45,"Wete, Joseph",LB,2,9,0,Oklahoma sooners
23,"White, DaShaun",LB,3,11,10,Oklahoma sooners
35,"Whitter, Shane",LB,1,9,0,Oklahoma sooners
72,"Wilkins, Stacey",OL,1,0,0,Oklahoma sooners
88,"Williams, Greydon",WR,1,0,0,Oklahoma sooners
81,"Willis, Brayden",TE,3,5,2,Oklahoma sooners
48,"Windham, Eric",CB,1,0,0,Oklahoma sooners
8,"Winfrey, Perrion",DL,3,11,8,Oklahoma sooners
39,"Ailey, Trevor",CB,1,1,0,Oklahoma St. Cowboys
11,"Anderson, Dee",WR,4,4,0,Oklahoma St. Cowboys
88,"Anderson, Langston",WR,1,1,0,Oklahoma St. Cowboys
77,"Anthony, Hunter",OL,2,3,1,Oklahoma St. Cowboys
64,"Anthony, Chandler",OL,4,0,0,Oklahoma St. Cowboys
95,"Antwine, Israel",DT,3,11,6,Oklahoma St. Cowboys
99,"Asi, Sione",DT,3,11,0,Oklahoma St. Cowboys
57,"Baker, Ryan",DE,1,0,0,Oklahoma St. Cowboys
32,"Barbour, Clayton",WR,1,0,0,Oklahoma St. Cowboys
62,"Bennett, Cade",OL,1,0,0,Oklahoma St. Cowboys
24,"Bernard-Converse, Jarrick",CB,3,11,11,Oklahoma St. Cowboys
67,"Birmingham, Cole",OL,1,2,2,Oklahoma St. Cowboys
11,"Bishop, Lamont",LB,3,0,0,Oklahoma St. Cowboys
4,"Black, Korie",CB,1,10,0,Oklahoma St. Cowboys
40,"Blatnik, Colby",TE,1,0,0,Oklahoma St. Cowboys
41,"Borelli, Constantino",LB,1,0,0,Oklahoma St. Cowboys
0,"Brown, LD",RB,4,9,1,Oklahoma St. Cowboys
32,"Buckner, DeSean",CB,1,0,0,Oklahoma St. Cowboys
6,"Bullock, Ethan",QB,3,2,0,Oklahoma St. Cowboys
1,"Bundage, Calvin",LB,4,11,1,Oklahoma St. Cowboys
37,"Cabbiness, Cale",WR,1,1,0,Oklahoma St. Cowboys
87,"Carter, Logan",TE,4,11,2,Oklahoma St. Cowboys
90,"Cassity, Braden",TE,2,11,0,Oklahoma St. Cowboys
83,"Cavender, Cade",WR,1,0,0,Oklahoma St. Cowboys
93,"Clay, Collin",DT,2,0,0,Oklahoma St. Cowboys
38,"Cobb, Mason",LB,1,5,0,Oklahoma St. Cowboys
79,"Cohrs, Austyn",DT,1,0,0,Oklahoma St. Cowboys
26,"Cooper, Micah",RB,4,2,0,Oklahoma St. Cowboys
48,"Daube, Joseph",TE,1,0,0,Oklahoma St. Cowboys
36,"Dizadare, Na'drian",LB,1,9,0,Oklahoma St. Cowboys
54,"Duckworth, Marcus",DT,1,0,0,Oklahoma St. Cowboys
52,"Engles, Nathan",OL,3,0,0,Oklahoma St. Cowboys
98,"Evers, Brendon",DT,3,11,5,Oklahoma St. Cowboys
44,"Farrar, Kamryn",LB,1,10,0,Oklahoma St. Cowboys
49,"Favors, Aeneas",LB,1,0,0,Oklahoma St. Cowboys
18,"Flanagan, Sean",S,2,11,0,Oklahoma St. Cowboys
97,"Fofana, Amadou",DE,4,5,0,Oklahoma St. Cowboys
94,"Ford, Trace",DE,2,10,9,Oklahoma St. Cowboys
69,"freehill, Ben",P,1,1,0,Oklahoma St. Cowboys
86,"Fulsom, Cale",WR,3,0,0,Oklahoma St. Cowboys
83,"Geymuller, Gordie",DE,1,0,0,Oklahoma St. Cowboys
33,"Glass, Deondrick",RB,1,0,0,Oklahoma St. Cowboys
19,"Hale, Alex",K,2,6,0,Oklahoma St. Cowboys
51,"Hardy, Bo",LB,1,0,0,Oklahoma St. Cowboys
13,"Harper, Thomas",S,2,11,1,Oklahoma St. Cowboys
16,"Harper, Devin",LB,4,11,1,Oklahoma St. Cowboys
31,"Harvell-Peel, Kolby",S,3,10,10,Oklahoma St. Cowboys
53,"Hembrough, Matt",LS,3,11,0,Oklahoma St. Cowboys
54,"Henry, Jake",OL,1,0,0,Oklahoma St. Cowboys
0,"Holmes, Christian",CB,4,11,2,Oklahoma St. Cowboys
30,"Hubbard, Chuba",RB,3,7,7,Oklahoma St. Cowboys
29,"Hutton, Tom",P,2,10,0,Oklahoma St. Cowboys
16,"Illingworth, Shane",QB,1,4,2,Oklahoma St. Cowboys
91,"Irby, Tyren",DE,3,4,0,Oklahoma St. Cowboys
37,"Isuman-Hundley, Isreal",DE,1,0,0,Oklahoma St. Cowboys
27,"Jackson, Dezmon",RB,3,11,3,Oklahoma St. Cowboys
73,"Jenkins, Teven",OL,4,7,7,Oklahoma St. Cowboys
42,"Jernigan, Jayden",DT,2,0,0,Oklahoma St. Cowboys
27,"Jimmerson, Anthony",CB,1,0,0,Oklahoma St. Cowboys
8,"Johnson, Braydon",WR,3,11,9,Oklahoma St. Cowboys
22,"Jones, Demarco",CB,1,8,0,Oklahoma St. Cowboys
79,"Kegel, Matt",OL,4,0,0,Oklahoma St. Cowboys
52,"Kopenski, Ben",DE,2,0,0,Oklahoma St. Cowboys
47,"Kropp, Carson",LB,2,3,0,Oklahoma St. Cowboys
89,"Lacy, Tyler",DE,2,11,11,Oklahoma St. Cowboys
23,"Lemons, Gabe",CB,2,8,0,Oklahoma St. Cowboys
53,"Mahon, Grant",DT,1,0,0,Oklahoma St. Cowboys
70,"Mair, Kevin",DT,2,0,0,Oklahoma St. Cowboys
40,"Martin, Brock",DE,3,11,2,Oklahoma St. Cowboys
4,"Martin, Tay",WR,4,8,0,Oklahoma St. Cowboys
48,"Martin, Adam",LB,3,0,0,Oklahoma St. Cowboys
2,"McCalister, Tanner",S,3,11,10,Oklahoma St. Cowboys
39,"McClure, Jake",P,3,11,0,Oklahoma St. Cowboys
65,"McClurg, Matt",OL,3,0,0,Oklahoma St. Cowboys
13,"McLean, Nolan",QB,1,0,0,Oklahoma St. Cowboys
84,"Metcalf, Dayton",TE,4,11,0,Oklahoma St. Cowboys
66,"Michalski, Joe",OL,1,7,0,Oklahoma St. Cowboys
5,"Middleton, Zach",WR,1,0,0,Oklahoma St. Cowboys
71,"Mills, Monroe",OL,1,1,0,Oklahoma St. Cowboys
68,"Miterko, Taylor",OL,1,5,0,Oklahoma St. Cowboys
38,"Morris, Jacob",WR,2,0,0,Oklahoma St. Cowboys
6,"Muhammad, Jabbar",CB,1,5,0,Oklahoma St. Cowboys
92,"Murray, Cameron",DT,4,11,11,Oklahoma St. Cowboys
7,"Ogbongbemiga, Amen",LB,4,11,11,Oklahoma St. Cowboys
10,"Owens, Rashod",WR,1,4,0,Oklahoma St. Cowboys
59,"Pohl, Brady",K,1,6,0,Oklahoma St. Cowboys
9,"Polk, Matt",WR,1,1,0,Oklahoma St. Cowboys
80,"Presley, Brennan",WR,1,11,1,Oklahoma St. Cowboys
59,"Pullen, Trent",OL,1,0,0,Oklahoma St. Cowboys
26,"Reagan, Jordan",CB,1,0,0,Oklahoma St. Cowboys
57,"Reed, Walker",OL,4,0,0,Oklahoma St. Cowboys
20,"Richardson, Dominic",RB,1,7,0,Oklahoma St. Cowboys
45,"Roberson, Jeff",LB,1,4,0,Oklahoma St. Cowboys
20,"Rodriguez, Malcolm",LB,4,11,11,Oklahoma St. Cowboys
56,"Ross, Xavier",DT,1,2,0,Oklahoma St. Cowboys
75,"Russ, Eli",OL,1,7,0,Oklahoma St. Cowboys
23,"Salters, Darius",RB,3,0,0,Oklahoma St. Cowboys
3,"Sanders, Spencer",QB,2,9,9,Oklahoma St. Cowboys
50,"Schneider, Ry",OL,4,11,10,Oklahoma St. Cowboys
51,"Schneider, Rody",OL,1,1,1,Oklahoma St. Cowboys
46,"Schultz, Jake",LB,1,10,0,Oklahoma St. Cowboys
14,"Session, Nick",S,1,3,0,Oklahoma St. Cowboys
19,"Shells, Jalen",S,1,0,0,Oklahoma St. Cowboys
15,"Shepherd, Jonathan",WR,2,0,0,Oklahoma St. Cowboys
50,"Sherman, Relijah",LB,3,10,0,Oklahoma St. Cowboys
72,"Sills, Josh",OL,3,11,11,Oklahoma St. Cowboys
30,"Simpson, Gabe",WR,2,0,0,Oklahoma St. Cowboys
61,"Springfield, Jake",OL,1,10,9,Oklahoma St. Cowboys
29,"Stanley, Cole",CB,1,0,0,Oklahoma St. Cowboys
3,"Sterling, Tre",S,3,10,10,Oklahoma St. Cowboys
82,"Stewart, Quinton",TE,1,0,0,Oklahoma St. Cowboys
17,"Stoner, Dillon",WR,4,11,10,Oklahoma St. Cowboys
81,"Tate, CJ",WR,3,0,0,Oklahoma St. Cowboys
18,"Taylor, Shaun",QB,2,0,0,Oklahoma St. Cowboys
25,"Taylor II, Jason",S,2,11,0,Oklahoma St. Cowboys
33,"Thompson, Cole",LB,1,0,0,Oklahoma St. Cowboys
14,"Thompson, Peyton",QB,1,0,0,Oklahoma St. Cowboys
35,"Tuihalamaka, Samuela",DT,2,5,0,Oklahoma St. Cowboys
2,"Wallace, Tylan",WR,4,10,9,Oklahoma St. Cowboys
96,"Walterscheid, Kody",DE,1,9,0,Oklahoma St. Cowboys
25,"Washington, Andre",RB,1,0,0,Oklahoma St. Cowboys
12,"Williams, Kanion",S,2,11,0,Oklahoma St. Cowboys
8,"Williams, Rodarius",CB,4,9,9,Oklahoma St. Cowboys
60,"Williams, Tyrese",OL,2,5,0,Oklahoma St. Cowboys
74,"Wilson, Preston",OL,1,11,4,Oklahoma St. Cowboys
63,"Wilson, Braedy",LS,1,1,0,Oklahoma St. Cowboys
1,"Wolf, Landon",WR,4,11,4,Oklahoma St. Cowboys
70,"Woodard, Hunter",OL,2,11,10,Oklahoma St. Cowboys
89,"Woods, Jelani",TE,3,10,9,Oklahoma St. Cowboys
24,"Woodworth, Tavien",RB,1,0,0,Oklahoma St. Cowboys
71,"Zaragoza, Zeke",LS,3,1,0,Oklahoma St. Cowboys
73,"Acker, Eli",OL,1,1,0,Ole Miss Rebels
89,"Anderson, Ryder",DL,4,10,9,Ole Miss Rebels
30,"Baker, Zikerrion",LB,3,10,0,Ole Miss Rebels
6,"Battle, Miles",WR,2,6,0,Ole Miss Rebels
86,"Beck, Drake",WR,3,0,0,Ole Miss Rebels
37,"Beckum, DJ",DB,1,0,0,Ole Miss Rebels
58,"Bergeron, John",LS,1,0,0,Ole Miss Rebels
15,"Bermudez, Derek",DB,1,3,0,Ole Miss Rebels
94,"Bivens, Quentin",DL,2,10,1,Ole Miss Rebels
71,"Braun, Tobias",OL,1,0,0,Ole Miss Rebels
27,"Britt II, Marc",DB,1,4,0,Ole Miss Rebels
42,"Brock, Brooks",DB,1,0,0,Ole Miss Rebels
64,"Broeker, Nick",OL,2,10,10,Ole Miss Rebels
12,"Brown, Jakivuan",LB,1,5,0,Ole Miss Rebels
96,"Brown, Mac",P,4,10,0,Ole Miss Rebels
55,"Brown, Ben",OL,3,10,10,Ole Miss Rebels
2,"Bullock, Kentrel",RB,1,6,0,Ole Miss Rebels
89,"Carter, Jacob",WR,3,0,0,Ole Miss Rebels
36,"Cistrunk, Ashanti",LB,2,10,0,Ole Miss Rebels
17,"Clowney, Demon",LB,1,2,0,Ole Miss Rebels
70,"Colquitt, Carter",OL,2,2,0,Ole Miss Rebels
24,"Conner, Snoop",RB,2,10,1,Ole Miss Rebels
2,"Corral, Matt",QB,2,10,10,Ole Miss Rebels
65,"Cox, Peyton",OL,3,0,0,Ole Miss Rebels
7,"Cox, LeDarrius",DL,1,10,0,Ole Miss Rebels
5,"Cunningham, Jalen",OL,2,10,0,Ole Miss Rebels
29,"Daniel, Lakevias",DB,3,5,0,Ole Miss Rebels
93,"David, Sincere",DL,3,10,1,Ole Miss Rebels
12,"Dent, Kinkead",QB,1,0,0,Ole Miss Rebels
40,"Denton, Jalen",DB,1,7,0,Ole Miss Rebels
11,"Drummond, Dontario",WR,4,10,9,Ole Miss Rebels
9,"Ealy, Jerrion",RB,2,9,8,Ole Miss Rebels
35,"Evans, Donta",LB,4,0,0,Ole Miss Rebels
82,"Farlow, Jared",WR,4,0,0,Ole Miss Rebels
21,"Finley, A.J.",DB,2,10,9,Ole Miss Rebels
14,"Gill, Daylen",LB,3,9,1,Ole Miss Rebels
3,"Gregory, Demarcus",WR,2,6,0,Ole Miss Rebels
91,"Griffith, Casey",K,3,1,0,Ole Miss Rebels
48,"Griffith, Andrew",LB,2,0,0,Ole Miss Rebels
77,"Hall, Hamilton",OL,2,10,0,Ole Miss Rebels
23,"Hawkins, Jakorey",DB,2,8,6,Ole Miss Rebels
90,"Haynes, Nick",DL,4,1,0,Ole Miss Rebels
5,"Haynes, Jon",DB,4,10,7,Ole Miss Rebels
0,"Henry, Lakia",LB,4,9,6,Ole Miss Rebels
80,"Hess, Jonathan",TE,3,10,0,Ole Miss Rebels
5,"Hill, KD",DL,2,8,7,Ole Miss Rebels
5,"Jackson, Dannis",WR,2,10,0,Ole Miss Rebels
17,"Jackson, Jadon",WR,2,4,1,Ole Miss Rebels
78,"James, Jeremy",OL,1,10,10,Ole Miss Rebels
51,"Jeffries, Eric",LB,1,0,0,Ole Miss Rebels
16,"Jernigan, Jordan",WR,1,1,0,Ole Miss Rebels
19,"Johnson, Brice",WR,1,0,0,Ole Miss Rebels
33,"Johnson, Cedric",LB,1,10,0,Ole Miss Rebels
45,"Johnson, Amani",LB,3,0,0,Ole Miss Rebels
38,"Jones, Jaylon",DB,4,4,4,Ole Miss Rebels
32,"Jones, Jacquez",LB,3,9,9,Ole Miss Rebels
2,"Jordan, Jalen",DB,2,9,6,Ole Miss Rebels
81,"Kelly, Casey",TE,1,9,1,Ole Miss Rebels
1,"Keys, Austin",LB,1,4,0,Ole Miss Rebels
29,"Klein, Campbell",RB,1,0,0,Ole Miss Rebels
4,"Knight, Tylan",RB,3,10,0,Ole Miss Rebels
1,"Knox, Luke",LB,2,3,0,Ole Miss Rebels
49,"Lawrence, Jared",LS,1,0,0,Ole Miss Rebels
2,"Leonard, Deane",DB,4,8,2,Ole Miss Rebels
92,"Logan, Luke",K,4,10,0,Ole Miss Rebels
50,"Lucas Jr., Patrick",DL,1,7,0,Ole Miss Rebels
4,"Mack, Brandon",LB,1,5,1,Ole Miss Rebels
56,"McIntyre, Reece",OL,1,8,2,Ole Miss Rebels
76,"Melton, Cedric",OL,1,0,0,Ole Miss Rebels
34,"Miller, Zavier",DB,1,0,0,Ole Miss Rebels
1,"Mingo, Jonathan",WR,2,10,8,Ole Miss Rebels
8,"Moore, Elijah",WR,3,8,8,Ole Miss Rebels
87,"Murphey, Sam",TE,2,0,0,Ole Miss Rebels
43,"Newman, Daniel",DB,1,0,0,Ole Miss Rebels
72,"Newman, Royce",OL,4,10,10,Ole Miss Rebels
91,"Northern, Hal",DL,4,8,4,Ole Miss Rebels
30,"Padilla, Mario",DB,1,0,0,Ole Miss Rebels
25,"Parrish Jr., Henry",RB,1,10,1,Ole Miss Rebels
28,"Pennamon, D'Vaughn",TE,4,0,0,Ole Miss Rebels
27,"Pierre, Brandon",LB,3,0,0,Ole Miss Rebels
59,"Plash, Sam",OL,3,0,0,Ole Miss Rebels
10,"Plumlee, John Rhys",QB,2,7,1,Ole Miss Rebels
88,"Propst, Jack",LS,4,10,0,Ole Miss Rebels
75,"Ramsey, Bryce",OL,1,10,0,Ole Miss Rebels
26,"Reese, Otis",DB,3,3,3,Ole Miss Rebels
20,"Renfro, Kade",WR,1,0,0,Ole Miss Rebels
19,"Richardson, Jamar",DB,3,9,2,Ole Miss Rebels
80,"Ricketts, Josh",WR,4,1,0,Ole Miss Rebels
35,"Robinson, Mark",LB,4,1,0,Ole Miss Rebels
95,"Robinson, Tavius",LB,3,10,5,Ole Miss Rebels
47,"Rocconi, Ty",DB,3,8,0,Ole Miss Rebels
83,"Rogers, Chase",TE,3,8,1,Ole Miss Rebels
44,"Rogers, Payton",LB,3,0,0,Ole Miss Rebels
99,"Rollins, DeSanto",,1,0,0,Ole Miss Rebels
13,"Sanders, Braylon",WR,4,10,3,Ole Miss Rebels
46,"Sanogo, MoMo",LB,3,10,6,Ole Miss Rebels
3,"Sheppard, U.",,N/A,3,0,Ole Miss Rebels
52,"Shouse, Luke",OL,1,0,0,Ole Miss Rebels
15,"Shy, Sellers",WR,1,0,0,Ole Miss Rebels
20,"Smith, Keidron",DB,3,10,10,Ole Miss Rebels
39,"Springer, Jake",DB,4,0,0,Ole Miss Rebels
25,"Standifer, Tavario",DB,1,0,0,Ole Miss Rebels
28,"Stanley, Jay",DB,2,7,1,Ole Miss Rebels
85,"Stayer, Owen",TE,1,0,0,Ole Miss Rebels
41,"Terrell, C.J.",DB,3,0,0,Ole Miss Rebels
82,"Thomas, Damarcus",TE,1,6,0,Ole Miss Rebels
22,"Tisdale, Tariquios",DL,4,6,4,Ole Miss Rebels
14,"Tisdale, Grant",WR,1,0,0,Ole Miss Rebels
34,"Walker, Jakwaize",DB,3,5,0,Ole Miss Rebels
54,"Warren, Caleb",OL,1,10,8,Ole Miss Rebels
23,"Wells, Nevin",WR,2,0,0,Ole Miss Rebels
85,"White, Jack",WR,1,0,0,Ole Miss Rebels
1,"Williams, Sam",LB,4,10,6,Ole Miss Rebels
26,"Woullard, Isaiah",RB,3,8,0,Ole Miss Rebels
84,"Yeboah`, Kenny",TE,4,8,8,Ole Miss Rebels
25,"Addison, Bryan",CB,2,6,0,Oregon Ducks
34,"Adeyemi-John, Jordan",CB,2,4,0,Oregon Ducks
98,"Afaese, Maceal",DT,1,0,0,Oregon Ducks
64,"Arneson, Kai",OL,1,0,0,Oregon Ducks
6,"Ashford, Robby",QB,1,0,0,Oregon Ducks
50,"Aumavae, Popo",DT,3,5,0,Oregon Ducks
71,"Aumavae-Laulu, Malaesala",OL,3,6,6,Oregon Ducks
56,"Bass, T.J.",OL,3,7,7,Oregon Ducks
63,"Battles, Karsten",LS,3,7,0,Oregon Ducks
40,"Beattie, Harrison",P,1,0,0,Oregon Ducks
1,"Benson, Trey",RB,1,0,0,Oregon Ducks
11,"Bridges, Trikweze",CB,1,7,0,Oregon Ducks
13,"Brown, Anthony",QB,4,2,0,Oregon Ducks
9,"Butterfield, Jay",QB,1,0,0,Oregon Ducks
82,"Collins, Justin",WR,4,0,0,Oregon Ducks
51,"Cresto, Louie",DL,1,0,0,Oregon Ducks
88,"Crocker, Isaah",WR,2,0,0,Oregon Ducks
39,"Cunningham, MJ",LB,2,4,0,Oregon Ducks
25,"Curtis, Spencer",WR,1,0,0,Oregon Ducks
17,"Davis, Daewood",WR,3,1,0,Oregon Ducks
83,"Delgado, Josh",WR,2,7,1,Oregon Ducks
66,"Denis, Jonathan",OL,1,0,0,Oregon Ducks
5,"Dollars, Sean",RB,1,7,0,Oregon Ducks
97,"Dorlus, Brandon",DT,2,7,1,Oregon Ducks
